"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Merit Systems Protection Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-19","9","2016-09-15","11","2016-08-26","24","2016-03-09","144"
"Department of the Interior","Agency Overall","2016","2011-09-12","1271","2011-08-18","1287","2011-08-05","1296","2011-05-26","1345","2011-03-31","1385","2011-02-28","1408","2011-01-19","1435","2011-01-14","1437","2010-11-26","1470","2010-10-05","1505"
"Surface Transportation Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Court Services and Offender Supervision Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-30","0","2016-08-26","24","2016-01-05","188"
"United States Copyright Office","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2016","2012-02-02","1171","2011-12-05","1211","2011-10-05","1251","2011-08-03","1295","2011-03-23","1388","2011-02-17","1411","2010-11-23","1469","2010-07-26","1552","2010-04-07","1628","2010-04-02","1631"
"Federal Housing Finance Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Denali Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for International Development","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","2016-07-07","60","2016-06-22","70","2016-04-21","113","2016-03-23","134","2015-10-28","233","2015-10-14","243"
"Occupational Safety and Health Review Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Advisory Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Maritime Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Indian Gaming Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-30","1"
"Department of Education","Agency Overall","2016","2014-03-07","646","2013-09-10","767","2013-04-25","862","2013-04-25","862","2013-04-25","862","2013-03-19","889","2012-11-19","970","2012-07-10","1061","2010-11-26","1467","2010-10-28","1486"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-28","2","2016-09-19","9","2016-05-03","105","2016-05-02","106","2016-02-08","165","2014-11-05","478"
"United States Postal Service","Agency Overall","2016","2016-09-28","2","2016-09-19","9","2016-09-13","13","2016-09-09","15","2016-08-31","21","2016-08-31","21","2016-08-17","31","2016-08-09","37","2016-05-23","91","2015-07-27","298"
"United States International Trade Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mediation and Conciliation Service","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2016","2016-09-22","6","2016-09-22","6","2016-09-16","10","2016-09-16","10","2016-09-16","10","2016-09-16","10","2016-09-16","10","2016-09-16","10","2016-09-02","19","2016-06-24","68"
"United States Trade and Development Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Appraisal Subcommittee","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2016","2016-08-10","36","2016-08-02","42","2016-06-23","69","2016-05-24","90","2016-05-01","107","2016-03-18","137","2015-12-14","202","2015-10-21","238","2015-10-09","245","2015-07-08","311"
"Inter-American Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2016","2014-05-22","594","2014-05-20","596","2014-04-24","614","2014-04-04","628","2014-03-14","643","2013-09-11","768","2013-09-09","770","2013-09-09","770","2013-07-12","810","2012-10-26","988"
"Federal Trade Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Selective Service System","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Central Intelligence Agency","Agency Overall","2016","2010-01-26","1680","2009-09-22","1764","2009-08-05","1781","2009-07-28","1797","2009-07-23","1803","2008-11-14","1978","2008-10-06","2005","2007-04-16","2377","2006-11-16","2479","2006-11-14","2481"
"Equal Employment Opportunity Commission","Agency Overall","2016","2016-07-22","49","2016-07-15","54","2016-07-06","61","2016-06-21","71","2016-04-20","114","2016-04-05","125","2016-03-29","130","2016-01-14","181","2015-12-22","196","2015-11-06","226"
"Department of Veterans Affairs","Agency Overall","2016","2014-12-10","455","2014-11-25","465","2014-10-28","484","2014-09-12","515","2014-08-22","529","2014-08-11","538","2014-06-16","577","2014-06-15","577","2010-06-30","1570","2008-08-18","2038"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Marine Mammal Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2016","2015-12-28","194","2015-12-28","194","2015-11-04","230","2015-11-02","232","2015-10-26","237","2015-10-26","237","2015-10-01","253","2015-08-11","289","2015-08-11","289","2015-07-24","301"
"Department of Defense","Agency Overall","2016","2007-05-08","2353","2007-04-10","2373","2007-02-12","2413","2007-01-29","2423","2007-01-11","2434","2006-12-14","2451","2006-11-30","2461","2006-11-14","2472","2006-09-14","2513","2006-08-28","2525"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of National Drug Control Policy","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
