"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Merit Systems Protection Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Interior","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-30","0"
"Surface Transportation Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Court Services and Offender Supervision Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-14","12","2015-07-07","312","2015-05-05","355"
"Federal Housing Finance Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Denali Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for International Development","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-28","2","2016-08-09","37","2016-07-28","45","2016-07-08","59","2015-10-28","233"
"Occupational Safety and Health Review Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Advisory Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Maritime Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Indian Gaming Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Postal Service","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mediation and Conciliation Service","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Trade and Development Agency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Appraisal Subcommittee","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Inter-American Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-10-21","238"
"Federal Trade Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Selective Service System","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Central Intelligence Agency","Agency Overall","2016","2011-03-02","1405","2010-10-19","1495","2010-03-18","1644","2008-04-04","2133","2008-04-04","2133","2008-04-04","2133","2008-04-04","2133","2007-05-21","2352","2007-05-21","2352","2007-05-21","2352"
"Equal Employment Opportunity Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-15","11"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Marine Mammal Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-01-22","422"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-29","2","2016-09-28","3"
"Department of Defense","Agency Overall","2016","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-06-17","2091","2008-02-19","2175"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of National Drug Control Policy","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
